title,source,search_query
Picasso: A cuda-based library for deep learning over 3d meshes,Scholar,QEM + Neural Network
A transformer-based capsule network for 3d part–whole relationship learning,Scholar,QEM + Neural Network
Concise plane arrangements for low-poly surface and volume modelling,Scholar,QEM + Neural Network
"Vaca Muerta Shale microlithofacies identification using convolutional neural networks, with characterization by focused ion beam-scanning electron microscopy (FIB …",Scholar,QEM + Neural Network
Generation of Appearance-Driven Low-Poly Textured Building Models with Differentiable Rendering,Scholar,QEM + Neural Network
A reinforcement learning assisted eye-driven computer game employing a decision tree-based approach and cnn classification,Scholar,QEM + Neural Network
Enhancing Facial Reconstruction Using Graph Attention Networks,Scholar,QEM + Neural Network
TeethGNN: semantic 3D teeth segmentation with graph neural networks,Scholar,QEM + Neural Network
Improving the search for new physics and the identification of electrons using machine learning at the ATLAS experiment,Scholar,QEM + Neural Network
A Bone Tumor Boundary Extraction Method Incorporating Envelope and Responsive Region for Robot-Assisted R0 Resection,Scholar,QEM + Neural Network
Improvement of 3D graphics image optimization technology,Scholar,QEM + Neural Network
Vmnet: Voxel-mesh network for geodesic-aware 3d semantic segmentation,Scholar,QEM + Neural Network
Design of a 3D Intelligent Building Management Framework that Integrates Geographic Information Systems and Building Information Models,Scholar,QEM + Neural Network
Use of hybrid quantum-classical algorithms for enhancing biomarker classification,Scholar,QEM + Neural Network
Improving the Search for New Physics and the Identification of Electrons Using Machine Learning at the ATLAS Experiment,Scholar,QEM + Neural Network
"A survey on quantum machine learning: Current trends, challenges, opportunities, and the road ahead",Scholar,QEM + Neural Network
Qiboml: towards the orchestration of quantum-classical machine learning,Scholar,QEM + Neural Network
Representation Learning in Complex Logical Query Answering on Knowledge Graphs: A Survey,Scholar,QEM + Neural Network
Learned Legendre Predictive State Estimator for Control,Scholar,QEM + Neural Network
The accuracy vs. sampling overhead trade-off in quantum error mitigation using Monte Carlo-based channel inversion,Scholar,QEM + Neural Network
VERI: A large-scale open-source components vulnerability detection in IoT firmware,Scholar,QEM + Neural Network
A Hierarchical Reduced-Order Model applied to Nuclear Reactors,Scholar,QEM + Neural Network
Quantum conformal prediction for reliable uncertainty quantification in quantum machine learning,Scholar,QEM + Neural Network
Quantum error-correction using humming sparrow optimization based self-adaptive deep cnn noise correction module,Scholar,QEM + Neural Network
Quantum Tomography: From Markovianity to Non-Markovianity,Scholar,QEM + Neural Network
[Retracted] An Improved Image Steganography Framework Based on Y Channel Information for Neural Style Transfer,Scholar,QEM + Neural Network
Stock Returns Prediction using Recurrent Neural Networks with LSTM,Scholar,QEM + Neural Network
Optimizing realistic 3d facial models for vr avatars through mesh simplification,Scholar,QEM + Neural Network
Diabetes prediction using an optimized variational quantum classifier,Scholar,QEM + Neural Network
Finding the task-optimal low-bit sub-distribution in deep neural networks,Scholar,QEM + Neural Network
Gradient estimation for ultra low precision pot and additive pot quantization,Scholar,QEM + Neural Network
Multivalued Weight Neural Networks: Quantization-aware Training for Deep Network Compression,Scholar,QEM + Neural Network
Error-mitigation-aided optimization of parameterized quantum circuits: Convergence analysis,Scholar,QEM + Neural Network
"Quantum Tomography: From Markovianity to Non-Markovianity. Symmetry 2024, 16, 180",Scholar,QEM + Neural Network
Dynamic Behaviors of Couple Stress Quadrilateral Thick Microplates within a Refined DQFE Framework,Scholar,QEM + Neural Network
Joint mitigation of quantum gate and measurement errors via the Z-mixed-state expression of the Pauli channel,Scholar,QEM + Neural Network
Prediction performance improvement via anomaly detection and correction of actual production data in iron ore sintering process,Scholar,QEM + Neural Network
Quantum computing and artificial intelligence: status and perspectives,Scholar,QEM + Neural Network
Spatio-temporal adaptive weighted fusion network for compressed video quality enhancement,Scholar,QEM + Neural Network
A leap from theory to reality: knowledge visualization of quantum computing,Scholar,QEM + Neural Network
Polyp2Former: Boundary Guided Network Based on Transformer for Polyp Segmentation,Scholar,QEM + Neural Network
Analysis and comparison of datasets by leveraging data distributions in latent spaces,Scholar,QEM + Neural Network
Quantum error mitigation based on the Z-mixed-expression of the amplitude damping channel,Scholar,QEM + Neural Network
Quantum Error Mitigation by Global Randomized Error Cancellation for Adiabatic Evolution in the Schwinger Model,Scholar,QEM + Neural Network
Q-beep: Quantum Bayesian error mitigation employing Poisson modeling over the Hamming spectrum,Scholar,QEM + Neural Network
Virtual Measurement of Explosion-Proof Performance: Application of an Improved RBF-GMSE-Based Surrogate Model to the Safety Performance …,Scholar,QEM + Neural Network
On Deep Reinforcement Learning for Traffic Steering Intelligent ORAN,Scholar,QEM + Neural Network
Security situation prediction method for industrial control network based on adaptive Grey Verhulst model and GRU network,Scholar,QEM + Neural Network
A Method for Classification of Heavy Mineral Based on Machine Learning,Scholar,QEM + Neural Network
A novel Electro-Booster Brake System based on Fuzzy PID Control,Scholar,QEM + Neural Network
A hybrid spatial model based on identified conditions for 3D pore pressure estimation,Scholar,QEM + Neural Network
"Quantum information processing, sensing, and communications: Their myths, realities, and futures",Scholar,QEM + Neural Network
Quantum machine learning for digital health? a systematic review,Scholar,QEM + Neural Network
Neural watermarking for 3D morphable models,Scholar,QEM + Neural Network
3D Reconstruction from JPG Images.,Scholar,QEM + Neural Network
A Bayesian approach for online inertia estimation of synchronous and nonsynchronous generators,Scholar,QEM + Neural Network
Applications of quantum circuit learning model using particle-number-conserving state on quantum chemical calculations,Scholar,QEM + Neural Network
A review of tunnel rockburst prediction methods based on static and dynamic indicators,Scholar,QEM + Neural Network
Dualconvmesh-net: Joint geodesic and euclidean convolutions on 3d meshes,Scholar,QEM + Neural Network
Construction control of cable-stayed bridge top push method based on BIM technology,Scholar,QEM + Neural Network
Learning self-prior for mesh inpainting using self-supervised graph convolutional networks,Scholar,QEM + Neural Network
Multi-damage accelerated life test based on the Birnbaum-Saunders reliability evaluation model,Scholar,QEM + Neural Network
Efficient noise mitigation technique for quantum computing,Scholar,QEM + Neural Network
Hybrid Quantum-Deep Learning Approach: Optimizing Land Cover Classification with GMM Outlier and Fusion Key Feature Selection.,Scholar,QEM + Neural Network
Neural graph reasoning: Complex logical query answering meets graph databases,Scholar,QEM + Neural Network
MarsQE: Semantic-Informed Quality Enhancement for Compressed Martian Image,Scholar,QEM + Neural Network
Robust Deep Image Watermarking: A Survey.,Scholar,QEM + Neural Network
Hybrid quantum-classical algorithms and quantum error mitigation,Scholar,QEM + Neural Network
The Accuracy vs. Sampling Overhead Trade-off in Quantum Error Mitigation Using Monte Carlo-Based Channel Inversion,Scholar,QEM + Neural Network
Quantum bayesian error mitigation employing poisson modelling over the hamming spectrum for quantum error mitigation,Scholar,QEM + Neural Network
Rasat: Integrating relational structures into pretrained seq2seq model for text-to-sql,Scholar,QEM + Neural Network
Enhancing OOD generalization in offline reinforcement learning with energy-based policy optimization,Scholar,QEM + Neural Network
Indoor temperature regulation and energy consumption inside a working office in building system using a predictive functional control,Scholar,QEM + Neural Network
Parametric Point Cloud Completion for Polygonal Surface Reconstruction,Scholar,QEM + Neural Network
Waverecovery: Screen-shooting watermarking based on wavelet and recovery,Scholar,QEM + Neural Network
Modal-aware resource allocation for cross-modal collaborative communication in IIoT,Scholar,QEM + Neural Network
Research Article An Improved Image Steganography Framework Based on Y Channel Information for Neural Style Transfer,Scholar,QEM + Neural Network
Exploring the effects of synthetic data generation: a case study on autonomous driving for semantic segmentation,Scholar,QEM + Neural Network
On the impact of black-box deployment strategies for edge ai on latency and model performance,Scholar,QEM + Neural Network
Shared protection-based virtual network embedding over elastic optical networks,Scholar,QEM + Neural Network
Applications of Deep Convolutional Neural Networks for Energy-Based Materials Characterization on Digital Images,Scholar,QEM + Neural Network
Quantum approximate optimization via learning-based adaptive optimization,Scholar,QEM + Neural Network
Adapting Without Replacing: Integrating Mobile Network Data into an Activity-Based Dynamic Discrete Choice Model,Scholar,QEM + Neural Network
Performance and reliability monitoring of ship hybrid power plants,Scholar,QEM + Neural Network
Convolutional Neural Networks and Image Patches for Lithological Classification of Brazilian Pre-Salt Rocks.,Scholar,QEM + Neural Network
Research on Machine Learning-Based method for predicting industrial park electric vehicle charging load,Scholar,QEM + Neural Network
[인용] 基于 QGA-Elman 模型的新能源汽车充电站负荷预测,Scholar,QEM + Neural Network
Quantum RAM for existing Quantum Machine Learning methods,Scholar,QEM + Neural Network
Knowledge graphs querying,Scholar,QEM + Neural Network
Structure-level 3D building model encoding method for progressive transmission,Scholar,QEM + Neural Network
Pricing High-Dimensional Bermudan Options Using Deep Learning and High-Order Weak Approximation,Scholar,QEM + Neural Network
AI/ML-based design principles of transceivers for wireless systems,Scholar,QEM + Neural Network
Bayesian Deep Learning for Graphs,Scholar,QEM + Neural Network
Implementation of Advanced Nonlinear Controllers for MPPT Control of Two Mass Wind Turbine and Indirect Power Control of DFIG using HOSMC and ANN,Scholar,QEM + Neural Network
Mesh Processing Non-Meshes via Neural Displacement Fields,Scholar,QEM + Neural Network
Safe Reinforcement Learning via Episodic Control,Scholar,QEM + Neural Network
Pose-invariant matching for non-rigid 3D models using Isomap,Scholar,QEM + Neural Network
Copy-move forgery detection based on keypoint clustering and similar neighborhood search algorithm,Scholar,QEM + Neural Network
Power-Split Strategies for Hybrid Marine Propulsion Plants in Transient Loading Conditions for Optimal Energy Management and Emissions Reduction,Scholar,QEM + Neural Network
Neural Graph Reasoning: A Survey on Complex Logical Query Answering,Scholar,QEM + Neural Network
Mixquant: a quantization bit-width search that can optimize the performance of your quantization method,Scholar,QEM + Neural Network
Multireference error mitigation for quantum computation of chemistry,Scholar,QEM + Neural Network
A flexible cooperative MARL method for efficient passage of an emergency CAV in mixed traffic,Scholar,QEM + Neural Network
Multi-Frame Content-Aware Mapping Network for Standard-Dynamic-Range to High-Dynamic-Range Television Artifact Removal,Scholar,QEM + Neural Network
[책] Interplay Between Quantum Computation and Machine Learning,Scholar,QEM + Neural Network
Picasso: A CUDA-based Library for Deep Learning over 3D Meshes,Scholar,QEM + Neural Network
Dual-sampling attention pooling for graph neural networks on 3D mesh,Scholar,QEM + Neural Network
Multi-Model Robust Controller for Mr Semi-Active Suspension with Nonlinear Constraints,Scholar,QEM + Neural Network
"Towards Quantum-Native Communication Systems: State-of-the-Art, Trends, and Challenges",Scholar,QEM + Neural Network
A simulation-based stereological correction method for assessment of volumetric liberation and surface exposure of ore particles,Scholar,QEM + Neural Network
Nac-qfl: Noise aware clustered quantum federated learning,Scholar,QEM + Neural Network
UBMDP: Urban building mesh decoupling and polygonization,Scholar,QEM + Neural Network
Adaptive gradients and weight projection based on quantized neural networks for efficient image classification,Scholar,QEM + Neural Network
Thermal Annealing for High Performance and Memory Behavior in n‐Type Organic Electrochemical Transistors,Scholar,QEM + Neural Network
Artificial intelligence for representing and characterizing quantum systems,Scholar,QEM + Neural Network
A Bayesian Approach for Online Inertia Estimation of Synchronous and Non-synchronous Generators,Scholar,QEM + Neural Network
Unsupervised detection of high-frequency oscillations in intracranial electroencephalogram: promoting a valuable automated diagnostic tool for epilepsy,Scholar,QEM + Neural Network
Learning Center-and Boundary-Aware Instance Representation for 3d Tooth Segmentation,Scholar,QEM + Neural Network
Voxel-mesh network for geodesic-aware 3D semantic segmentation of indoor scenes,Scholar,QEM + Neural Network
Traffic Digital Twin-Enabled Orchestration and Scheduling in O-RAN: A Multi-Timescale Joint Optimization Approach,Scholar,QEM + Neural Network
Sqlformer: Deep auto-regressive query graph generation for text-to-sql translation,Scholar,QEM + Neural Network
Incorporating spatial network information to improve demand prediction for bike share system expansion,Scholar,QEM + Neural Network
High-Fidelity Lightweight Mesh Reconstruction from Point Clouds,Scholar,QEM + Neural Network
Quantum error mitigations for quantum approximate optimization algorithms on IBM quantum processors,Scholar,QEM + Neural Network
A screen-shooting resilient watermarking based on Dual-Mode Convolution Block and dynamic learning strategy,Scholar,QEM + Neural Network
Towards Collaborative Analysis of Computational Fluid Dynamics using Mixed Reality.,Scholar,QEM + Neural Network
Tapping potential of water drive reservoir in ultra high water cut stage based on computer image recognition and processing technology,Scholar,QEM + Neural Network
Risk assessment and mitigation in local path planning for autonomous vehicles with LSTM based predictive model,Scholar,QEM + Neural Network
A comprehensive survey of electric vehicle charging demand forecasting techniques,Scholar,QEM + Neural Network
Employing adaptive learning rate method for analysis and efficient approach for predicting low-velocity impact performance in composite curved open-type shell,Scholar,QEM + Neural Network
Where are we heading with NISQ?,Scholar,QEM + Neural Network
Research on the Expansion and Optimization of SketchUp Functions by Tiangong DFC Platform in the Field of Construction Engineering,Scholar,QEM + Neural Network
[인용] Variational quantum algorithms,Scholar,QEM + Neural Network
Multi-Level Ternary Quantization for Improving Sparsity and Computation in Embedded Deep Neural Networks,Scholar,QEM + Neural Network
Efficient pooling operator for 3D morphable models,Scholar,QEM + Neural Network
Interpreting Neural Networks as Gradual Argumentation Frameworks (Including Proof Appendix),Scholar,QEM + Neural Network
Occupancy-Based Dual Contouring,Scholar,QEM + Neural Network
Improved Independent Q-learning for temperature monitoring of fiber optic temperature sensor arrays based on chaotic pulsed intense light controller and nonlinear …,Scholar,QEM + Neural Network
An in-memory computing circuit with carry-over thermometer coding for a hippocampus-inspired model,Scholar,QEM + Neural Network
Review and development of electric motor systems and electric powertrains for new energy vehicles,Scholar,QEM + Neural Network
Virtual reality modeling application based on multi perspective and deep learning in the new media presentation and brand building of Dongguan City memory,Scholar,QEM + Neural Network
Reinforcement learning algorithm for improving speed response of a five-phase permanent magnet synchronous motor based model predictive control,Scholar,QEM + Neural Network
A digital twin-driven enhanced visualization method for high-steep slope scene,Scholar,QEM + Neural Network
NGD-transformer: Navigation geodesic distance positional encoding with self-attention pooling for graph transformer on 3D triangle mesh,Scholar,QEM + Neural Network
3D Dental Model Segmentation with Geometrical Boundary Preserving,Scholar,QEM + Neural Network
Exponential Bipartite Consensus of Linear Fractional-Order Multiagent Systems With Signed Directed Graph: An Output Feedback Approach,Scholar,QEM + Neural Network
Sparse reward exploration via novelty search and emitters,Scholar,QEM + Neural Network
HodgeFormer: Transformers for Learnable Operators on Triangular Meshes through Data-Driven Hodge Matrices,Scholar,QEM + Neural Network
Multimodal Detection of Emotional and Cognitive States in E-Learning Through Deep Fusion of Visual and Textual Data with NLP,Scholar,QEM + Neural Network
Polyhedral complex derivation from piecewise trilinear networks,Scholar,QEM + Neural Network
A hypergraph convolution-based intelligent healthcare platform for aging population management,Scholar,QEM + Neural Network
TSRNet: A dual-stream network for refining 3D tooth segmentation,Scholar,QEM + Neural Network
Personalized News Recommendations Based,Scholar,QEM + Neural Network
Advancing Near-Term Quantum Computing for Chemistry: Multireference-State Error Mitigation,Scholar,QEM + Neural Network
Efficient anomaly detection using self-supervised multi-cue tasks,Scholar,QEM + Neural Network
Real-Time State Evaluation System of Antenna Structures in Radio Telescopes Based on a Digital Twin,Scholar,QEM + Neural Network
SantaQlaus: A resource-efficient method to leverage quantum shot-noise for optimization of variational quantum algorithms,Scholar,QEM + Neural Network
Principles and Practices for Bipolar Semantics and Impact Measures in Computational Argumentation,Scholar,QEM + Neural Network
Dynamic Graph Analysis: A Hybrid Structural–Spatial Approach for Brain Shape Correspondence,Scholar,QEM + Neural Network
snpu: Trusted execution environments on integrated npus,Scholar,QEM + Neural Network
Audio-visual generalized zero-shot learning based on variational information bottleneck,Scholar,QEM + Neural Network
A Survey of Noise in Quantum Computing,Scholar,QEM + Neural Network
Industrial progress with quantum algorithms: an in-depth review: SK Sood et al.,Scholar,QEM + Neural Network
UniSAR: Modeling User Transition Behaviors between Search and Recommendation,Scholar,QEM + Neural Network
Supervised Enhancement for Fingertip OCT Images Based on Paired Dataset Generation Strategy,Scholar,QEM + Neural Network
DIR: a large-scale dialogue rewrite dataset for cross-domain conversational text-to-SQL,Scholar,QEM + Neural Network
Causal AI Modelling of Chemical Manufacturing Plants,Scholar,QEM + Neural Network
Construction and Visualization of Levels of Detail for High-Resolution LiDAR-Derived Digital Outcrop Models,Scholar,QEM + Neural Network
Quantitative Image Reconstruction Methods for Low Signal-To-Noise Ratio Emission Tomography,Scholar,QEM + Neural Network
Achieving efficiency in black box simulation of distribution tails with self-structuring importance samplers,Scholar,QEM + Neural Network
Variational quantum algorithms,Scholar,QEM + Neural Network
HarD-CASDE: Segmentation And Lineage Tracking of HeLa Cells,Scholar,QEM + Neural Network
Improved Pattern Recognition—Quantum Machine Learning,Scholar,QEM + Neural Network
Generating 3D Models for Prototyping of Virtual Environments Using NeRF,Scholar,QEM + Neural Network
Unconditionally decoherence-free quantum error mitigation by density matrix vectorization,Scholar,QEM + Neural Network
Meshreduce: Scalable and bandwidth efficient 3d scene capture,Scholar,QEM + Neural Network
Se-hcl: Schema enhanced hybrid curriculum learning for multi-turn text-to-sql,Scholar,QEM + Neural Network
External Quantum Self-Attention Model,Scholar,QEM + Neural Network
NGD-Transformer: Navigation Geodesic Distance Positional Encoding with Self-Attention Pooling for Graph Transformer on 3D Triangle Mesh. Symmetry 2022 …,Scholar,QEM + Neural Network
Preliminary Design of Integrated Power and Thermal Management Systems for Hybrid Electric VTOL Aircraft Architecture,Scholar,QEM + Neural Network
Examining the Quantification Capability of Automated Mineralogy System: A Machine Learning Approach,Scholar,QEM + Neural Network
3D mesh simplification with feature preservation based on whale optimization algorithm and differential evolution,Scholar,QEM + Neural Network
Complex logical query embeddings over knowledge graphs,Scholar,QEM + Neural Network
Quantum machine learning for multiclass classification beyond kernel methods,Scholar,QEM + Neural Network
OT-Talk: Animating 3D Talking Head with Optimal Transportation,Scholar,QEM + Neural Network
Neural Approaches to Feedback in Information Retrieval,Scholar,QEM + Neural Network
Decentralized Bayesian Inference for Inertia Estimation In Modern Power System Using Ambient Measurements,Scholar,QEM + Neural Network
Coverage axis: Inner point selection for 3d shape skeletonization,Scholar,QEM + Neural Network
Optimal energy management and emissions reduction for hybrid marine propulsion plant using reinforcement learning,Scholar,QEM + Neural Network
Wonderful Matrices: More Efficient and Effective Architecture for Language Modeling Tasks,Scholar,QEM + Neural Network
Photodetection‐Photosynapse Multimodal Integrated Device for Synergistic Applications in Encrypted Optical Communication and Image Processing,Scholar,QEM + Neural Network
Tutorials Program,Scholar,QEM + Neural Network
Quantum Chemistry on Quantum Computers,Scholar,QEM + Neural Network
Fatigue strength analysis of semi-submersible platforms based on wide-band stress,Scholar,QEM + Neural Network
Low-Power 9.6-11GHz and 10.8-12GHz VCOs Designed for a 2.5/5GHz TRx using High-Q Inductors Synthesized with ML Techniques,Scholar,QEM + Neural Network
3D shape segmentation with potential consistency mining and enhancement,Scholar,QEM + Neural Network
A Survey on Quantum Cloud Computing: A Novel Approach to Data Sharing,Scholar,QEM + Neural Network
"TeV-scale lepton number violation: Connecting leptogenesis, neutrinoless double beta decay, and colliders",Scholar,QEM + Neural Network
Towards quantum dynamics simulation of physical systems: a survey,Scholar,QEM + Neural Network
Learning shape abstraction by cropping positive cuboid primitives with negative ones,Scholar,QEM + Neural Network
TrackOcc: Camera-based 4D Panoptic Occupancy Tracking,Scholar,QEM + Neural Network
Toward consistent high-fidelity quantum learning on unstable devices via efficient in-situ calibration,Scholar,QEM + Neural Network
Bogoliubov-Born-Green-Kirkwood-Yvon hierarchy for quantum error mitigation,Scholar,QEM + Neural Network
3D Multi-object Tracking in Autonomous Driving: A survey,Scholar,QEM + Neural Network
EGNet: 3D Semantic Segmentation Through Point–Voxel–Mesh Data for Euclidean–Geodesic Feature Fusion,Scholar,QEM + Neural Network
A Vision for Coupling Operation of US Fusion Facilities with HPC Systems and the Implications for Workflows and Data Management,Scholar,QEM + Neural Network
BBGKY hierarchy for quantum error mitigation,Scholar,QEM + Neural Network
Vietnamese Document Classification Using Graph Convolutional Network,Scholar,QEM + Neural Network
Towards risk-averse edge computing with deep reinforcement learning,Scholar,QEM + Neural Network
"Variational quantum algorithms: fundamental concepts, applications and challenges.",Scholar,QEM + Neural Network
Behavior Modeling Space Reconstruction for E-Commerce Search,Scholar,QEM + Neural Network
Copy–move forgery detection in digital image forensics: A survey,Scholar,QEM + Neural Network
Lie-algebraic classical simulations for quantum computing,Scholar,QEM + Neural Network
Evaluating a RISC-V processor running Benchmarks using the QEMU Virtual Platform tool.,Scholar,QEM + Neural Network
ShapeShifter: 3D Variations Using Multiscale and Sparse Point-Voxel Diffusion,Scholar,QEM + Neural Network
Predicting Local Simplification Errors in 3d Objects from Inherent Geometric Features,Scholar,QEM + Neural Network
DDPG-based aerial secure data collection,Scholar,QEM + Neural Network
Quantum Distortion Model for Running Variational Quantum Algorithms without Error Corrections,Scholar,QEM + Neural Network
A digital twin modeling method for array antenna assembly performance real-time analysis,Scholar,QEM + Neural Network
Handformer2t: A lightweight regression-based model for interacting hands pose estimation from a single rgb image,Scholar,QEM + Neural Network
Contrastive learning with hard negative samples,Scholar,QEM + Neural Network
A survey of developable surfaces: from shape modeling to manufacturing,Scholar,QEM + Neural Network
防止纹理扭曲的倾斜摄影模型轻量化算法,Scholar,QEM + Neural Network
Covid-19 diagnosis using privacy-preserving data monitoring: an explainable AI deep learning model with blockchain security,Scholar,QEM + Neural Network
Fast minimization of expected logarithmic loss via stochastic dual averaging,Scholar,QEM + Neural Network
NAM: A Normalization Attention Model for Personalized Product Search In Fliggy,Scholar,QEM + Neural Network
Inflation perception prediction based on news articles,Scholar,QEM + Neural Network
"Diagnosing Quantum Circuits: Noise Robustness, Trainability, and Expressibility",Scholar,QEM + Neural Network
Building intelligent moving average-based stock trading system using metaheuristic algorithms,Scholar,QEM + Neural Network
Gray level co-occurrence matrix with binary robust invariant scalable keypoints for detecting copy move forgeries,Scholar,QEM + Neural Network
Pacosyt: A passive component synthesis tool based on machine learning and tailored modeling strategies towards optimal rf and mm-wave circuit designs,Scholar,QEM + Neural Network
A simplified algorithm for 3D mesh model considering the influence of edge features,Scholar,QEM + Neural Network
"Quantum computing: navigating the future of computation, challenges, and technological breakthroughs",Scholar,QEM + Neural Network
Prosodic event detection for speech understanding using neural networks,Scholar,QEM + Neural Network
Simulating noisy quantum channels via quantum state preparation algorithms,Scholar,QEM + Neural Network
Nonlinear optimal control of interior permanent magnet synchronous motors for electric vehicles,Scholar,QEM + Neural Network
SparseFraudNet: A Graph-based Approach for Cold-start Fraud Detection with Information Aggregation,Scholar,QEM + Neural Network
Adaptive Mesh Compression Algorithm for Near Real-Time Rendering of Large-Scale Static Scenes,Scholar,QEM + Neural Network
[책] Triangle mesh watermarking and steganography,Scholar,QEM + Neural Network
Spherical Embeddings for Atomic Relation Projection Reaching Complex Logical Query Answering,Scholar,QEM + Neural Network
Synergistic PET/CT reconstruction using deep-learning,Scholar,QEM + Neural Network
[인용] 基于深度卷积和门控循环神经网络的 传感器运动识别,Scholar,QEM + Neural Network
Interactive image segmentation based on multi-layer random forest classifiers,Scholar,QEM + Neural Network
"[책] Phenotyping with Partially Labeled, Partially Observed Data",Scholar,QEM + Neural Network
Multi-faceted knowledge-driven pre-training for product representation learning,Scholar,QEM + Neural Network
Построение трехмерных твердотельных моделей позвонков с использованием сверточных нейронных сетей,Scholar,QEM + Neural Network
Robust zero-watermarking algorithm for diffusion-weighted images based on multiscale feature fusion,Scholar,QEM + Neural Network
Efficient Representation of Time-Varying Faded Colors using Tetrahedral Color Space,Scholar,QEM + Neural Network
3D model representation using space curves: an efficient mesh simplification method by exchanging triangulated mesh to space curves,Scholar,QEM + Neural Network
Research perception towards copy-move image forgery detection: challenges and future directions,Scholar,QEM + Neural Network
Jdsearch: A personalized product search dataset with real queries and full interactions,Scholar,QEM + Neural Network
Unifying Search and Recommendation: A Generative Paradigm Inspired by Information Theory,Scholar,QEM + Neural Network
Lie-algebraic classical simulations for variational quantum computing,Scholar,QEM + Neural Network
Complex Surface Fabrication via Developable Surface Approximation: A Survey,Scholar,QEM + Neural Network
Intelligent Inspection of Building Exterior Wall by Integrating Uav and Mr: From a Perspective of Man-Machine-Environment System Engineering,Scholar,QEM + Neural Network
Personalized Improvement of Standard Readout Error Mitigation using Low-Depth Circuits and Machine Learning,Scholar,QEM + Neural Network
Noisy intermediate-scale quantum algorithms,Scholar,QEM + Neural Network
Visual perception and local features for foreground‐background segmentation,Scholar,QEM + Neural Network
Fuel-and Time-optimal Low-level Control Strategies of the Formula 1 Hybrid Electric Powertrain,Scholar,QEM + Neural Network
Interpretable modelling and visualization of biomedical data,Scholar,QEM + Neural Network
Resilience of quantum optimization algorithms,Scholar,QEM + Neural Network
Generating CCG categories,Scholar,QEM + Neural Network
The Artistic Style Identification of CNN and Application in Architectural Interior Design,Scholar,QEM + Neural Network
A bacterial phyla dataset for protein function prediction,Scholar,QEM + Neural Network
Feed-Forward Probabilistic Error Cancellation with Noisy Recovery Gates,Scholar,QEM + Neural Network
Veriﬁcation of Powertrain Simulation Models Using Machine Learning Methods,Scholar,QEM + Neural Network
"Mineral characterization using scanning electron microscopy (SEM): a review of the fundamentals, advancements, and research directions",Scholar,QEM + Neural Network
Dynamic scheduling for ultra reliable and low latency communications,Scholar,QEM + Neural Network
Adaptive inductive network for few-shot relation extraction,Scholar,QEM + Neural Network
Analysis of solar direct-driven organic Rankine cycle powered vapor compression cooling system combined with electric motor for office building Air-conditioning,Scholar,QEM + Neural Network
Traffic signal optimization under connected‐vehicle environment: An overview,Scholar,QEM + Neural Network
Lightweight semantic architecture modeling by 3D feature line detection,Scholar,QEM + Neural Network
Assumption-free fidelity bounds for hardware noise characterization,Scholar,QEM + Neural Network
Looking for New Physics: From Dark Matter to Machine Learning,Scholar,QEM + Neural Network
Target-side CCG Supertag Prediction Improves Machine Translation,Scholar,QEM + Neural Network
Human-robot collaboration for unknown flexible surface exploration and treatment based on mesh iterative learning control,Scholar,QEM + Neural Network
"Stochastic schemes motivated by energetics and Riemannian geometry: optimization, Markov chain Monte Carlo, optimal control and data assimilation",Scholar,QEM + Neural Network
Research on Key Technology of Wind Turbine Drive Train Fault Diagnosis System Based on Digital Twin.,Scholar,QEM + Neural Network
[책] Architecture-Centric Quantum Computing Algorithms and Software/Hardware Co-Designs,Scholar,QEM + Neural Network
An automatic HFO detection method combining visual inspection features with multi-domain features,Scholar,QEM + Neural Network
EasyOutPainter: One Step Image Outpainting with both Continuous Multiple and Resolution,Scholar,QEM + Neural Network
"3D data representation, storage and processing",Scholar,QEM + Neural Network
Detecting security patches in Java OSS projects using NLP,Scholar,QEM + Neural Network
Treatment of Spontaneous Tumors With Algorithmically Controlled Electroporation,Scholar,QEM + Neural Network
A simplification method for large-scale urban point clouds considering diversity of terrain object features,Scholar,QEM + Neural Network
"Towards Building Resilient Quantum Systems: Adaptive Mechanisms for Quantum Machine Learning, Noise Resilience, Fault Tolerance, Efficient Resource …",Scholar,QEM + Neural Network
Enhancing knapsack-based financial portfolio optimization using quantum approximate optimization algorithm,Scholar,QEM + Neural Network
[인용] Mitigating readout errors in superconducting qubit devices,Scholar,QEM + Neural Network
System for Efficient Big Data Analytics,Scholar,QEM + Neural Network
Dynamic modeling and degradation study of a hybrid electric power system for urban air mobility,Scholar,QEM + Neural Network
LIFTus: An Adaptive Multi-Aspect Column Representation Learning for Table Union Search,Scholar,QEM + Neural Network
Solar energy potential on East Coast Peninsular Malaysia and Johor using Hargreaves–Samani model for PV generation,Scholar,QEM + Neural Network
The Use of Computational Intelligence Techniques for Mid-Term Electricity Price Forecasting,Scholar,QEM + Neural Network
[Retracted] Extraction and Visualization of Ocular Blood Vessels in 3D Medical Images Based on Geometric Transformation Algorithm,Scholar,QEM + Neural Network
Predição de evasão de militares do Exército Brasileiro utilizando técnicas de machine learning,Scholar,QEM + Neural Network
Modell für Niederspannungsnetze mit aktiver Spannungsregelung für Langzeitspannungsstabili-tätsanalysen in Verteilnetzen,Scholar,QEM + Neural Network
How Inequality shapes Fiscal Policy: the Italian case,Scholar,QEM + Neural Network
Cascade PID Controller Optimization using Bison Algorithm,Scholar,QEM + Neural Network
Excited states calculations with the quantum approximate optimization algorithm,Scholar,QEM + Neural Network
